order_id,product_id,date,quantity
1070,46,2021-08-02,51
1071,42,2021-08-03,61
1072,2,2021-08-09,41
1073,24,2021-08-02,42
1074,8,2021-08-01,54
1075,42,2021-08-03,38
1076,39,2021-08-01,53
1077,15,2021-08-02,65
1078,18,2021-08-05,67
1079,23,2021-08-09,85
1080,15,2021-08-11,3
1081,29,2021-08-03,93
1082,38,2021-08-03,2
1083,19,2021-08-10,96
1084,35,2021-08-06,86
1085,18,2021-08-08,30
1086,41,2021-08-02,66
1087,35,2021-08-11,87
1088,17,2021-08-01,9
1089,46,2021-08-09,36
1090,6,2021-08-07,14
1091,23,2021-08-09,12
1092,11,2021-08-10,55
1093,47,2021-08-09,79
1094,37,2021-08-07,32
1095,8,2021-08-10,79
1096,18,2021-08-05,19
1097,26,2021-08-02,86
1098,41,2021-08-05,62
1099,15,2021-08-07,92
1100,41,2021-08-03,22
1101,8,2021-08-09,22
1102,42,2021-08-06,66
1103,12,2021-08-02,96
1104,28,2021-08-08,52
1105,33,2021-08-04,88
1106,40,2021-08-10,15
1107,10,2021-08-04,55
1108,43,2021-08-08,83
1109,13,2021-08-07,51
1110,17,2021-08-08,46
1111,49,2021-08-02,74
1112,5,2021-08-02,37
1113,3,2021-08-05,6
1114,42,2021-08-06,17
1115,29,2021-08-06,48
1116,27,2021-08-01,37
1117,1,2021-08-08,48
1118,27,2021-08-06,54
1119,1,2021-08-02,38
1120,11,2021-08-08,85
1121,19,2021-08-01,32
1122,5,2021-08-06,17
1123,18,2021-08-10,35
1124,28,2021-08-01,37
1125,27,2021-08-05,16
1126,28,2021-08-07,92
1127,12,2021-08-05,16
1128,48,2021-08-10,89
1129,7,2021-08-02,13
1130,12,2021-08-05,21
1131,39,2021-08-04,99
1132,41,2021-08-08,31
1133,8,2021-08-04,79
1134,14,2021-08-11,41
1135,19,2021-08-03,45
1136,34,2021-08-01,80
1137,29,2021-08-10,69
1138,20,2021-08-07,57
1139,31,2021-08-08,54
1140,26,2021-08-01,1
1141,47,2021-08-11,10
1142,42,2021-08-04,59
1143,21,2021-08-10,40
1144,34,2021-08-02,58
1145,13,2021-08-06,64
1146,34,2021-08-09,37
1147,43,2021-08-07,98
1148,33,2021-08-01,2
1149,16,2021-08-11,54
1150,31,2021-08-08,16
1151,1,2021-08-02,60
1152,12,2021-08-05,2
1153,41,2021-08-07,66
1154,29,2021-08-06,97
1155,18,2021-08-03,64
1156,20,2021-08-11,13
1157,35,2021-08-03,52
1158,48,2021-08-06,77
1159,10,2021-08-08,91
1160,24,2021-08-10,97
1161,44,2021-08-05,33
1162,30,2021-08-03,78
1163,1,2021-08-04,44
1164,1,2021-08-10,27
1165,15,2021-08-01,53
1166,16,2021-08-11,18
1167,23,2021-08-11,74
1168,48,2021-08-02,97
1169,27,2021-08-06,39
1170,9,2021-08-09,99
1171,9,2021-08-01,32
1172,37,2021-08-02,44
1173,41,2021-08-02,57
1174,28,2021-08-03,52
1175,40,2021-08-07,25
1176,1,2021-08-04,27
1177,19,2021-08-06,92
1178,49,2021-08-10,100
1179,48,2021-08-08,100
1180,43,2021-08-06,18
1181,43,2021-08-06,3
1182,36,2021-08-05,72
1183,34,2021-08-08,24
1184,19,2021-08-09,84
1185,25,2021-08-04,4
1186,44,2021-08-01,18
1187,39,2021-08-11,52
1188,28,2021-08-09,60
1189,41,2021-08-04,48
1190,6,2021-08-06,15
1191,8,2021-08-11,30
1192,4,2021-08-05,50
1193,32,2021-08-07,34
1194,34,2021-08-04,81
1195,36,2021-08-11,35
1196,22,2021-08-04,49
1197,48,2021-08-05,35
1198,47,2021-08-09,29
1199,41,2021-08-07,62
1200,19,2021-08-01,77
1201,32,2021-08-03,62
1202,12,2021-08-10,94
1203,16,2021-08-06,68
1204,15,2021-08-04,42
1205,46,2021-08-10,8
1206,17,2021-08-10,25
1207,23,2021-08-05,49
1208,26,2021-08-08,68
1209,28,2021-08-10,33
1210,10,2021-08-11,72
1211,27,2021-08-10,58
1212,7,2021-08-09,38
1213,7,2021-08-08,35
1214,45,2021-08-04,82
1215,17,2021-08-10,63
1216,3,2021-08-08,69
1217,2,2021-08-10,60
1218,47,2021-08-03,8
1219,43,2021-08-02,9
1220,19,2021-08-02,82
1221,16,2021-08-05,95
1222,2,2021-08-05,62
1223,45,2021-08-09,82
1224,15,2021-08-04,54
1225,21,2021-08-06,91
1226,12,2021-08-01,57
1227,43,2021-08-07,75
1228,36,2021-08-04,6
1229,20,2021-08-08,81
1230,12,2021-08-11,80
1231,2,2021-08-03,30
1232,5,2021-08-04,25
1233,3,2021-08-04,86
1234,38,2021-08-03,43
1235,17,2021-08-10,60
1236,42,2021-08-02,9
1237,5,2021-08-07,27
1238,25,2021-08-06,68
1239,42,2021-08-08,3
1240,38,2021-08-03,96
1241,20,2021-08-04,80
1242,46,2021-08-04,91
1243,22,2021-08-10,41
1244,33,2021-08-05,92
1245,36,2021-08-10,93
1246,39,2021-08-11,62
1247,49,2021-08-08,12
1248,18,2021-08-05,44
1249,44,2021-08-04,61
1250,41,2021-08-07,66
1251,41,2021-08-08,72
1252,2,2021-08-11,94
1253,32,2021-08-05,30
1254,6,2021-08-11,3
1255,3,2021-08-09,20
1256,32,2021-08-06,30
1257,32,2021-08-03,25
1258,19,2021-08-10,87
1259,40,2021-08-03,55
1260,36,2021-08-05,51
1261,33,2021-08-06,13
1262,2,2021-08-08,100
1263,47,2021-08-07,76
1264,38,2021-08-02,63
1265,20,2021-08-04,86
1266,27,2021-08-06,69
1267,35,2021-08-03,17
1268,28,2021-08-01,74
1269,16,2021-08-10,31
1270,18,2021-08-03,2
1271,23,2021-08-03,43
1272,35,2021-08-03,55
1273,47,2021-08-03,75
1274,23,2021-08-04,57
1275,4,2021-08-04,87
1276,34,2021-08-05,75
1277,28,2021-08-11,70
1278,26,2021-08-07,31
1279,4,2021-08-03,91
1280,43,2021-08-08,76
1281,8,2021-08-11,74
1282,39,2021-08-04,3
1283,38,2021-08-01,46
1284,13,2021-08-03,32
1285,46,2021-08-02,59
1286,5,2021-08-08,100
1287,27,2021-08-03,40
1288,26,2021-08-08,49
1289,8,2021-08-06,50
1290,21,2021-08-07,37
1291,6,2021-08-07,50
1292,22,2021-08-06,92
1293,49,2021-08-08,39
1294,5,2021-08-02,94
1295,4,2021-08-01,17
1296,43,2021-08-01,89
1297,20,2021-08-11,33
1298,39,2021-08-03,47
1299,20,2021-08-05,65
1300,29,2021-08-06,42
1301,10,2021-08-10,6
1302,5,2021-08-04,96
1303,33,2021-08-06,75
1304,25,2021-08-08,42
1305,32,2021-08-05,93
1306,46,2021-08-11,22
1307,24,2021-08-11,97
1308,18,2021-08-11,13
1309,5,2021-08-07,40
1310,8,2021-08-03,15
1311,37,2021-08-03,22
1312,49,2021-08-05,100
1313,21,2021-08-11,59
1314,30,2021-08-05,31
1315,25,2021-08-10,5
1316,31,2021-08-04,68
1317,19,2021-08-01,77
1318,26,2021-08-11,24
1319,4,2021-08-09,14
1320,9,2021-08-07,96
1321,4,2021-08-09,85
1322,21,2021-08-01,41
1323,42,2021-08-06,57
1324,23,2021-08-10,60
1325,47,2021-08-01,31
1326,28,2021-08-11,22
1327,6,2021-08-02,73
1328,32,2021-08-09,89
1329,46,2021-08-07,54
1330,7,2021-08-08,45
1331,40,2021-08-06,45
1332,2,2021-08-09,1
1333,27,2021-08-10,50
1334,13,2021-08-05,39
1335,31,2021-08-11,98
1336,40,2021-08-05,74
1337,39,2021-08-10,93
1338,28,2021-08-08,29
1339,24,2021-08-06,82
1340,29,2021-08-11,95
1341,21,2021-08-04,48
1342,26,2021-08-05,23
1343,24,2021-08-01,48
1344,17,2021-08-08,88
1345,34,2021-08-08,98
1346,41,2021-08-09,23
1347,34,2021-08-04,75
1348,9,2021-08-11,17
1349,10,2021-08-10,6
1350,5,2021-08-04,50
1351,43,2021-08-06,57
1352,48,2021-08-01,100
1353,12,2021-08-05,97
1354,26,2021-08-11,34
1355,4,2021-08-04,18
1356,19,2021-08-04,54
1357,2,2021-08-10,90
1358,17,2021-08-05,6
1359,5,2021-08-10,19
1360,47,2021-08-03,78
1361,20,2021-08-06,88
1362,24,2021-08-08,8
1363,32,2021-08-07,79
1364,12,2021-08-11,80
1365,14,2021-08-05,96
1366,6,2021-08-04,75
1367,25,2021-08-11,77
1368,6,2021-08-03,47
1369,25,2021-08-07,90
1370,13,2021-08-04,83
1371,48,2021-08-02,48
1372,7,2021-08-07,85
1373,49,2021-08-05,75
1374,21,2021-08-02,9
1375,47,2021-08-02,6
1376,12,2021-08-09,58
1377,2,2021-08-07,6
1378,44,2021-08-10,81
1379,38,2021-08-02,41
1380,6,2021-08-07,1
1381,29,2021-08-01,44
1382,48,2021-08-11,9
1383,25,2021-08-02,23
1384,14,2021-08-08,15
1385,10,2021-08-05,24
1386,34,2021-08-04,12
1387,32,2021-08-03,55
1388,38,2021-08-04,64
1389,10,2021-08-09,45
1390,25,2021-08-08,98
1391,25,2021-08-07,55
1392,42,2021-08-10,78
1393,22,2021-08-01,57
1394,7,2021-08-05,75
1395,45,2021-08-08,18
1396,48,2021-08-02,93
1397,37,2021-08-10,53
1398,14,2021-08-02,86
1399,46,2021-08-01,45
1400,43,2021-08-05,14
1401,2,2021-08-08,50
1402,14,2021-08-10,67
1403,4,2021-08-06,30
1404,38,2021-08-11,92
1405,47,2021-08-02,54
1406,17,2021-08-11,67
1407,21,2021-08-02,81
1408,18,2021-08-04,29
1409,22,2021-08-09,42
1410,37,2021-08-06,98
1411,35,2021-08-02,97
1412,40,2021-08-09,37
1413,26,2021-08-06,92
1414,23,2021-08-05,49
1415,48,2021-08-10,10
1416,34,2021-08-05,99
1417,7,2021-08-10,23
1418,31,2021-08-06,46
1419,2,2021-08-08,59
1420,47,2021-08-10,74
1421,27,2021-08-04,79
1422,36,2021-08-05,78
1423,29,2021-08-08,18
1424,17,2021-08-01,14
1425,24,2021-08-06,76
1426,9,2021-08-11,38
1427,17,2021-08-05,11
1428,35,2021-08-10,90
1429,39,2021-08-07,8
1430,4,2021-08-08,47
1431,11,2021-08-06,89
1432,12,2021-08-08,68
1433,35,2021-08-04,45
1434,39,2021-08-02,88
1435,14,2021-08-09,44
1436,19,2021-08-03,94
1437,14,2021-08-03,46
1438,27,2021-08-10,31
1439,28,2021-08-06,56
1440,49,2021-08-04,91
1441,34,2021-08-03,88
1442,49,2021-08-06,29
1443,20,2021-08-05,77
1444,13,2021-08-11,1
1445,15,2021-08-06,44
1446,42,2021-08-09,77
1447,9,2021-08-11,47
1448,13,2021-08-07,43
1449,46,2021-08-07,10
1450,49,2021-08-02,97
1451,19,2021-08-01,32
1452,14,2021-08-09,5
1453,27,2021-08-10,80
1454,19,2021-08-11,48
1455,17,2021-08-10,27
1456,4,2021-08-08,84
1457,8,2021-08-04,42
1458,11,2021-08-07,57
1459,26,2021-08-10,22
1460,48,2021-08-03,15
1461,42,2021-08-05,39
1462,3,2021-08-09,24
1463,11,2021-08-05,70
1464,34,2021-08-10,96
1465,4,2021-08-07,26
1466,7,2021-08-10,60
1467,49,2021-08-11,15
1468,13,2021-08-06,40
1469,48,2021-08-03,100
1470,47,2021-08-10,2
1471,20,2021-08-03,17
1472,35,2021-08-05,27
1473,14,2021-08-01,75
1474,25,2021-08-08,93
1475,36,2021-08-08,3
1476,2,2021-08-03,61
1477,42,2021-08-08,93
1478,40,2021-08-01,6
1479,12,2021-08-09,73
1480,27,2021-08-08,59
1481,10,2021-08-02,78
1482,28,2021-08-10,11
1483,45,2021-08-02,42
1484,43,2021-08-08,14
1485,42,2021-08-10,67
1486,3,2021-08-11,84
1487,31,2021-08-05,95
1488,16,2021-08-04,52
1489,46,2021-08-05,90
1490,32,2021-08-10,79
1491,28,2021-08-06,3
1492,21,2021-08-11,74
1493,49,2021-08-02,49
1494,14,2021-08-03,44
1495,41,2021-08-03,67
1496,7,2021-08-07,93
1497,24,2021-08-02,21
1498,26,2021-08-07,56
1499,37,2021-08-02,51
1500,44,2021-08-06,4
1501,47,2021-08-06,63
1502,43,2021-08-05,43
1503,49,2021-08-04,81
1504,46,2021-08-10,28
1505,38,2021-08-03,26
1506,7,2021-08-04,95
1507,28,2021-08-01,25
1508,36,2021-08-02,22
1509,35,2021-08-03,32
1510,16,2021-08-06,89
1511,25,2021-08-03,51
1512,20,2021-08-07,25
1513,37,2021-08-02,90
1514,45,2021-08-08,98
1515,15,2021-08-08,6
1516,5,2021-08-10,94
1517,7,2021-08-06,95
1518,20,2021-08-10,19
1519,1,2021-08-10,23
1520,32,2021-08-06,75
1521,43,2021-08-07,41
1522,34,2021-08-06,31
1523,36,2021-08-08,35
1524,13,2021-08-03,73
1525,34,2021-08-10,84
1526,20,2021-08-07,34
1527,20,2021-08-06,96
1528,14,2021-08-11,54
1529,2,2021-08-07,65
1530,6,2021-08-04,90
1531,44,2021-08-03,82
1532,23,2021-08-06,29
1533,3,2021-08-11,66
1534,45,2021-08-11,75
1535,44,2021-08-09,10
1536,37,2021-08-07,36
1537,20,2021-08-04,2
1538,34,2021-08-06,14
1539,4,2021-08-10,27
1540,34,2021-08-11,16
1541,39,2021-08-01,42
1542,1,2021-08-01,74
1543,45,2021-08-04,26
1544,41,2021-08-10,57
1545,39,2021-08-10,81
1546,7,2021-08-11,45
1547,42,2021-08-04,64
1548,10,2021-08-11,34
1549,25,2021-08-10,45
1550,47,2021-08-03,62
1551,46,2021-08-06,72
1552,14,2021-08-11,85
1553,43,2021-08-07,54
1554,21,2021-08-03,19
1555,42,2021-08-11,65
1556,15,2021-08-11,30
1557,28,2021-08-09,7
1558,42,2021-08-04,38
1559,19,2021-08-11,45
1560,38,2021-08-01,79
1561,38,2021-08-09,5
1562,9,2021-08-11,63
1563,48,2021-08-03,29
1564,40,2021-08-03,5
1565,48,2021-08-09,4
1566,38,2021-08-06,38
1567,21,2021-08-07,16
1568,31,2021-08-05,28
1569,27,2021-08-07,100
1570,38,2021-08-05,16
1571,10,2021-08-06,1
1572,37,2021-08-07,29
1573,43,2021-08-08,26
1574,11,2021-08-03,77
1575,34,2021-08-03,1
1576,36,2021-08-06,57
1577,27,2021-08-05,18
1578,29,2021-08-07,85
1579,30,2021-08-08,2
1580,4,2021-08-08,19
1581,36,2021-08-03,2
1582,35,2021-08-05,68
1583,25,2021-08-06,32
1584,39,2021-08-05,98
1585,21,2021-08-08,19
1586,31,2021-08-06,42
1587,21,2021-08-04,28
1588,43,2021-08-02,99
1589,3,2021-08-04,73
1590,30,2021-08-05,21
1591,8,2021-08-06,1
1592,8,2021-08-10,90
1593,43,2021-08-03,44
1594,45,2021-08-11,54
1595,22,2021-08-10,1
1596,34,2021-08-03,77
1597,48,2021-08-03,45
1598,14,2021-08-01,83
1599,22,2021-08-11,35
1600,16,2021-08-04,74
1601,33,2021-08-04,70
1602,41,2021-08-09,31
1603,2,2021-08-02,95
1604,2,2021-08-03,12
1605,16,2021-08-04,13
1606,25,2021-08-06,8
1607,34,2021-08-01,88
1608,17,2021-08-01,93
1609,1,2021-08-07,26
1610,9,2021-08-08,90
1611,16,2021-08-03,93
1612,26,2021-08-11,10
1613,27,2021-08-02,28
1614,11,2021-08-04,58
1615,1,2021-08-08,60
1616,47,2021-08-04,29
1617,38,2021-08-04,31
1618,38,2021-08-06,8
1619,34,2021-08-02,11
1620,38,2021-08-01,46
1621,4,2021-08-08,36
1622,12,2021-08-07,31
1623,7,2021-08-01,29
1624,29,2021-08-09,89
1625,25,2021-08-05,7
1626,17,2021-08-01,85
1627,1,2021-08-10,91
1628,17,2021-08-06,77
1629,26,2021-08-04,72
1630,24,2021-08-07,47
1631,44,2021-08-10,88
1632,45,2021-08-07,22
1633,13,2021-08-01,67
1634,29,2021-08-04,32
1635,45,2021-08-09,94
1636,8,2021-08-01,22
1637,31,2021-08-10,93
1638,46,2021-08-08,75
1639,17,2021-08-07,56
1640,46,2021-08-10,99
1641,38,2021-08-04,94
1642,19,2021-08-10,37
1643,42,2021-08-02,81
1644,46,2021-08-07,65
1645,3,2021-08-06,38
1646,1,2021-08-09,11
1647,16,2021-08-11,31
1648,44,2021-08-02,48
1649,48,2021-08-10,88
1650,16,2021-08-03,40
1651,32,2021-08-06,56
1652,30,2021-08-07,34
1653,37,2021-08-02,70
1654,15,2021-08-07,78
1655,9,2021-08-06,63
1656,34,2021-08-02,38
1657,34,2021-08-11,59
1658,1,2021-08-10,51
1659,1,2021-08-02,94
1660,39,2021-08-08,43
1661,23,2021-08-01,46
1662,26,2021-08-10,35
1663,37,2021-08-10,19
1664,35,2021-08-07,84
1665,43,2021-08-04,35
1666,33,2021-08-09,49
1667,27,2021-08-08,22
1668,40,2021-08-02,69
1669,22,2021-08-06,23
1670,43,2021-08-06,17
1671,6,2021-08-01,71
1672,45,2021-08-08,95
1673,49,2021-08-07,70
1674,35,2021-08-10,77
1675,25,2021-08-01,32
1676,41,2021-08-10,18
1677,33,2021-08-11,74
1678,6,2021-08-07,97
1679,48,2021-08-06,21
1680,23,2021-08-07,30
1681,49,2021-08-04,28
1682,46,2021-08-09,97
1683,9,2021-08-01,71
1684,40,2021-08-04,54
1685,38,2021-08-06,20
1686,33,2021-08-04,46
1687,48,2021-08-02,88
1688,9,2021-08-05,68
1689,11,2021-08-05,89
1690,32,2021-08-10,33
1691,22,2021-08-11,94
1692,44,2021-08-07,93
1693,45,2021-08-10,66
1694,47,2021-08-07,97
1695,15,2021-08-02,56
1696,33,2021-08-11,82
1697,46,2021-08-03,33
1698,30,2021-08-01,73
1699,15,2021-08-11,68
1700,20,2021-08-05,97
1701,40,2021-08-10,87
1702,46,2021-08-02,77
1703,23,2021-08-06,49
1704,8,2021-08-09,97
1705,12,2021-08-07,54
1706,34,2021-08-04,20
1707,6,2021-08-05,64
1708,17,2021-08-10,31
1709,20,2021-08-01,32
1710,49,2021-08-03,63
1711,41,2021-08-09,94
1712,10,2021-08-10,8
1713,21,2021-08-05,12
1714,15,2021-08-08,95
1715,31,2021-08-02,55
1716,33,2021-08-02,90
1717,48,2021-08-09,52
1718,49,2021-08-03,72
1719,27,2021-08-10,10
1720,31,2021-08-09,7
1721,16,2021-08-06,14
1722,20,2021-08-11,14
1723,37,2021-08-09,99
1724,23,2021-08-11,10
1725,37,2021-08-02,56
1726,23,2021-08-05,76
1727,33,2021-08-01,3
1728,21,2021-08-08,57
1729,37,2021-08-02,5
1730,34,2021-08-07,51
1731,12,2021-08-11,47
1732,5,2021-08-02,35
1733,42,2021-08-03,24
1734,33,2021-08-04,55
1735,22,2021-08-02,11
1736,6,2021-08-10,33
1737,33,2021-08-02,34
1738,41,2021-08-03,68
1739,30,2021-08-04,10
1740,35,2021-08-05,6
1741,37,2021-08-10,28
1742,19,2021-08-06,12
1743,41,2021-08-05,12
1744,11,2021-08-11,58
1745,32,2021-08-07,81
1746,28,2021-08-01,37
1747,12,2021-08-03,88
1748,6,2021-08-01,82
1749,22,2021-08-05,9
1750,16,2021-08-08,79
1751,34,2021-08-02,68
1752,6,2021-08-09,92
1753,8,2021-08-03,30
1754,1,2021-08-09,40
1755,38,2021-08-02,88
1756,22,2021-08-03,85
1757,25,2021-08-05,63
1758,43,2021-08-06,31
1759,14,2021-08-03,18
1760,5,2021-08-01,66
1761,23,2021-08-04,28
1762,19,2021-08-09,24
1763,16,2021-08-11,9
1764,35,2021-08-08,100
1765,13,2021-08-04,38
1766,11,2021-08-02,42
1767,21,2021-08-02,89
1768,41,2021-08-09,95
1769,30,2021-08-02,92
1770,12,2021-08-09,88
1771,33,2021-08-08,24
1772,44,2021-08-05,63
1773,35,2021-08-09,39
1774,32,2021-08-05,77
1775,28,2021-08-08,57
1776,11,2021-08-05,43
1777,38,2021-08-07,95
1778,37,2021-08-10,47
1779,33,2021-08-02,50
1780,27,2021-08-05,48
1781,1,2021-08-11,2
1782,49,2021-08-07,7
1783,12,2021-08-10,3
1784,9,2021-08-01,93
1785,9,2021-08-05,27
1786,13,2021-08-10,62
1787,21,2021-08-06,10
1788,42,2021-08-09,26
1789,40,2021-08-05,4
1790,29,2021-08-11,82
1791,47,2021-08-11,16
1792,2,2021-08-06,25
1793,32,2021-08-09,27
1794,13,2021-08-01,89
1795,2,2021-08-11,39
1796,42,2021-08-05,11
1797,14,2021-08-04,42
1798,36,2021-08-06,37
1799,21,2021-08-08,9
1800,43,2021-08-11,56
1801,26,2021-08-02,15
1802,15,2021-08-05,94
1803,17,2021-08-01,26
1804,39,2021-08-09,78
1805,7,2021-08-04,76
1806,33,2021-08-05,58
1807,34,2021-08-05,52
1808,42,2021-08-10,34
1809,18,2021-08-09,7
1810,14,2021-08-10,27
1811,9,2021-08-02,61
1812,48,2021-08-08,74
1813,44,2021-08-02,4
1814,14,2021-08-11,70
1815,48,2021-08-08,88
1816,38,2021-08-08,67
1817,26,2021-08-07,48
1818,45,2021-08-08,14
1819,32,2021-08-10,29
1820,17,2021-08-11,27
1821,19,2021-08-10,63
1822,9,2021-08-02,24
1823,10,2021-08-09,39
1824,38,2021-08-05,33
1825,29,2021-08-07,18
1826,47,2021-08-01,55
1827,16,2021-08-06,9
1828,32,2021-08-11,11
1829,16,2021-08-11,61
1830,31,2021-08-05,81
1831,29,2021-08-07,9
1832,19,2021-08-08,29
1833,32,2021-08-02,78
1834,25,2021-08-09,11
1835,4,2021-08-10,56
1836,21,2021-08-04,82
1837,6,2021-08-03,42
1838,1,2021-08-06,71
1839,42,2021-08-02,72
1840,45,2021-08-05,82
1841,49,2021-08-03,87
1842,9,2021-08-08,76
1843,17,2021-08-08,52
1844,5,2021-08-06,38
1845,4,2021-08-09,34
1846,15,2021-08-02,59
1847,20,2021-08-10,99
1848,15,2021-08-02,28
1849,14,2021-08-08,73
1850,8,2021-08-05,42
1851,21,2021-08-03,74
1852,44,2021-08-08,81
1853,12,2021-08-02,85
1854,29,2021-08-07,51
1855,24,2021-08-04,57
1856,2,2021-08-08,39
1857,34,2021-08-03,63
1858,35,2021-08-02,8
1859,34,2021-08-02,30
1860,18,2021-08-10,19
1861,43,2021-08-06,25
1862,8,2021-08-08,16
1863,5,2021-08-10,11
1864,14,2021-08-11,41
1865,32,2021-08-08,28
1866,32,2021-08-04,19
1867,17,2021-08-01,8
1868,10,2021-08-03,58
1869,19,2021-08-04,61
1870,36,2021-08-10,50
1871,29,2021-08-10,19
1872,46,2021-08-06,32
1873,24,2021-08-08,99
1874,4,2021-08-10,8
1875,36,2021-08-03,40
1876,15,2021-08-10,11
1877,39,2021-08-11,86
1878,40,2021-08-06,36
1879,17,2021-08-04,78
1880,15,2021-08-02,69
1881,14,2021-08-03,96
1882,33,2021-08-08,24
1883,39,2021-08-11,92
1884,29,2021-08-05,4
1885,49,2021-08-06,26
1886,47,2021-08-10,18
1887,42,2021-08-03,68
1888,40,2021-08-11,78
1889,15,2021-08-01,95
1890,30,2021-08-09,91
1891,10,2021-08-07,24
1892,47,2021-08-09,27
1893,13,2021-08-03,3
1894,26,2021-08-03,70
1895,49,2021-08-11,39
1896,8,2021-08-08,51
1897,15,2021-08-03,31
1898,30,2021-08-02,20
1899,4,2021-08-04,36
1900,17,2021-08-07,94
1901,24,2021-08-10,8
1902,21,2021-08-02,42
1903,18,2021-08-07,22
1904,20,2021-08-01,87
1905,44,2021-08-08,63
1906,8,2021-08-06,19
1907,31,2021-08-09,66
1908,33,2021-08-06,5
1909,43,2021-08-06,72
1910,31,2021-08-05,45
1911,2,2021-08-03,34
1912,24,2021-08-01,98
1913,33,2021-08-10,77
1914,1,2021-08-02,75
1915,32,2021-08-08,75
1916,5,2021-08-06,69
1917,25,2021-08-10,33
1918,19,2021-08-10,93
1919,8,2021-08-08,72
1920,29,2021-08-01,10
1921,3,2021-08-08,95
1922,6,2021-08-03,43
1923,36,2021-08-03,60
1924,15,2021-08-05,94
1925,30,2021-08-07,22
1926,19,2021-08-11,22
1927,36,2021-08-09,63
1928,37,2021-08-05,38
1929,18,2021-08-04,47
1930,40,2021-08-03,82
1931,6,2021-08-08,27
1932,48,2021-08-04,55
1933,42,2021-08-07,33
1934,45,2021-08-03,4
1935,15,2021-08-11,94
1936,32,2021-08-01,93
1937,29,2021-08-07,39
1938,23,2021-08-08,44
1939,35,2021-08-07,7
1940,4,2021-08-09,32
1941,32,2021-08-08,94
1942,28,2021-08-10,84
1943,29,2021-08-08,87
1944,24,2021-08-10,51
1945,5,2021-08-08,82
1946,18,2021-08-02,62
1947,34,2021-08-06,59
1948,7,2021-08-05,85
1949,37,2021-08-04,39
1950,26,2021-08-05,55
1951,30,2021-08-08,33
1952,14,2021-08-08,3
1953,46,2021-08-01,20
1954,38,2021-08-02,95
1955,4,2021-08-02,35
1956,31,2021-08-05,100
1957,2,2021-08-05,17
1958,28,2021-08-09,20
1959,14,2021-08-05,34
1960,15,2021-08-03,30
1961,20,2021-08-01,52
1962,48,2021-08-10,70
1963,32,2021-08-04,61
1964,33,2021-08-04,91
1965,28,2021-08-10,65
1966,25,2021-08-07,56
1967,37,2021-08-03,93
1968,39,2021-08-02,6
1969,14,2021-08-03,28
1970,43,2021-08-06,92
1971,22,2021-08-09,43
1972,39,2021-08-02,51
1973,17,2021-08-04,56
1974,47,2021-08-03,22
1975,12,2021-08-08,90
1976,6,2021-08-04,33
1977,22,2021-08-03,93
1978,9,2021-08-06,10
1979,36,2021-08-08,47
1980,9,2021-08-01,14
1981,22,2021-08-06,43
1982,48,2021-08-10,99
1983,22,2021-08-03,49
1984,49,2021-08-10,42
1985,33,2021-08-08,38
1986,3,2021-08-04,47
1987,4,2021-08-02,95
1988,25,2021-08-08,3
1989,33,2021-08-11,31
1990,29,2021-08-07,25
1991,30,2021-08-10,57
1992,19,2021-08-10,37
1993,48,2021-08-01,11
1994,4,2021-08-11,68
1995,32,2021-08-07,98
1996,6,2021-08-07,60
1997,3,2021-08-04,93
1998,10,2021-08-08,32
1999,39,2021-08-04,82
2000,3,2021-08-01,39
2001,10,2021-08-04,15
2002,34,2021-08-05,22
2003,46,2021-08-09,71
2004,1,2021-08-05,71
2005,38,2021-08-09,33
2006,4,2021-08-07,50
2007,38,2021-08-02,16
2008,33,2021-08-06,70
2009,18,2021-08-10,53
2010,47,2021-08-08,85
2011,43,2021-08-08,23
2012,42,2021-08-10,14
2013,44,2021-08-02,16
2014,13,2021-08-08,55
2015,2,2021-08-06,1
2016,1,2021-08-02,64
2017,7,2021-08-02,3
2018,24,2021-08-11,95
2019,22,2021-08-04,83
2020,40,2021-08-08,49
2021,30,2021-08-08,8
2022,3,2021-08-01,55
2023,39,2021-08-08,67
2024,25,2021-08-06,49
2025,33,2021-08-06,76
2026,7,2021-08-09,5
2027,20,2021-08-04,11
2028,19,2021-08-07,49
2029,1,2021-08-09,39
2030,37,2021-08-04,20
2031,21,2021-08-11,65
2032,16,2021-08-08,99
2033,21,2021-08-04,40
2034,1,2021-08-04,1
2035,14,2021-08-09,27
2036,36,2021-08-03,21
2037,17,2021-08-04,28
2038,6,2021-08-02,98
2039,29,2021-08-09,6
2040,7,2021-08-07,69
2041,42,2021-08-05,25
2042,20,2021-08-02,67
2043,31,2021-08-10,33
2044,34,2021-08-09,98
2045,48,2021-08-08,86
2046,33,2021-08-02,33
2047,20,2021-08-03,31
2048,20,2021-08-05,41
2049,25,2021-08-10,26
2050,42,2021-08-05,70
2051,5,2021-08-11,57
2052,33,2021-08-02,84
2053,2,2021-08-08,58
2054,2,2021-08-10,38
2055,19,2021-08-04,73
2056,19,2021-08-07,45
2057,22,2021-08-01,25
2058,7,2021-08-03,27
2059,28,2021-08-03,21
2060,36,2021-08-11,22
2061,32,2021-08-06,1
2062,1,2021-08-06,73
2063,47,2021-08-11,21
2064,48,2021-08-02,59
2065,23,2021-08-04,48
2066,31,2021-08-01,22
2067,1,2021-08-04,47
2068,3,2021-08-06,34
